"","Paper_id","Group_RV","main_group","group_metric","Group_finelevel","summary_statement2"
"166",36,"Crop Production","Yields","Grain (Soybean)","mono","36 A randomized complete block design study with 10 replications was conducted at 1 site from 1996-2003 in Ames, IA investigating the effects of crop rotation and cover crops in a soybean/maize system (Kaspar et al., 2006).  36 Plots received one of the following cover crop treatments: oat cv. Ogle, oat cv. Ogle + cereal rye cv. Rymin @ 3,800,000 rye seeds/ha, cereal rye cv. Rymin @ 3,800,000 rye seeds/ha, winter fallow (control). 36 Cover crops were overseeded into soybean in August. 36 Plots were 57.76 sq m. ""Cover crop treatments and the interaction of cover crops and years did not have a significant effect on soybean yields. Cover crops were overseeded into soybean in late August at about the time that soybean plants usually began losing leaves and had almost finished seed fill."""
"167",36,"Soil","Chemical","Soil Carbon, 0-20 cm depth","mix_2","36 A randomized complete block design study with 10 replications was conducted at 1 site from 1996-2003 in Ames, IA investigating the effects of crop rotation and cover crops in a soybean/maize system (Kaspar et al., 2006).  36 Plots received one of the following cover crop treatments: oat cv. Ogle, oat cv. Ogle + cereal rye cv. Rymin @ 3,800,000 rye seeds/ha, cereal rye cv. Rymin @ 3,800,000 rye seeds/ha, winter fallow (control). 36 Cover crops were overseeded into soybean in August. 36 Plots were 57.76 sq m. Cover crops had no effect on soil carbon concentration in this study."
"168",36,"Soil","Chemical","Soil Carbon, 0-20 cm depth","mono","36 A randomized complete block design study with 10 replications was conducted at 1 site from 1996-2003 in Ames, IA investigating the effects of crop rotation and cover crops in a soybean/maize system (Kaspar et al., 2006).  36 Plots received one of the following cover crop treatments: oat cv. Ogle, oat cv. Ogle + cereal rye cv. Rymin @ 3,800,000 rye seeds/ha, cereal rye cv. Rymin @ 3,800,000 rye seeds/ha, winter fallow (control). 36 Cover crops were overseeded into soybean in August. 36 Plots were 57.76 sq m. Cover crops had no effect on soil carbon concentration in this study."
"169",36,"Soil","Physical","Soil Bulk Density","mix_2","36 A randomized complete block design study with 10 replications was conducted at 1 site from 1996-2003 in Ames, IA investigating the effects of crop rotation and cover crops in a soybean/maize system (Kaspar et al., 2006).  36 Plots received one of the following cover crop treatments: oat cv. Ogle, oat cv. Ogle + cereal rye cv. Rymin @ 3,800,000 rye seeds/ha, cereal rye cv. Rymin @ 3,800,000 rye seeds/ha, winter fallow (control). 36 Cover crops were overseeded into soybean in August. 36 Plots were 57.76 sq m. ""Bulk density corrected for landscape variation using terrain covariates was signficantly affected only by year and not by rotation phase, cover crop treatments, or interactions. Bulk density was significantly greater in 2001 than in 2000."""
"170",36,"Soil","Physical","Soil Bulk Density","mono","36 A randomized complete block design study with 10 replications was conducted at 1 site from 1996-2003 in Ames, IA investigating the effects of crop rotation and cover crops in a soybean/maize system (Kaspar et al., 2006).  36 Plots received one of the following cover crop treatments: oat cv. Ogle, oat cv. Ogle + cereal rye cv. Rymin @ 3,800,000 rye seeds/ha, cereal rye cv. Rymin @ 3,800,000 rye seeds/ha, winter fallow (control). 36 Cover crops were overseeded into soybean in August. 36 Plots were 57.76 sq m. ""Bulk density corrected for landscape variation using terrain covariates was signficantly affected only by year and not by rotation phase, cover crop treatments, or interactions. Bulk density was significantly greater in 2001 than in 2000."""
"171",37,"Crop Production","Yields","Grain (Maize)","mono","37 A randomized complete block design study with 10 replications was conducted at 1 site from 2003-2005 in Ames, IA investigating the effects of crop rotation and cover crops in a maize/soybean system (Parkin & Kaspar, 2006).  37 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 3,800,000 seeds/ha. 37Cover crops were no-till drilled. 37 Plots were 14.44 sq m. In this no-tillage corn-soybean system, rye cover crops had no effect on soil properties, nitrous oxide fluxes, or crop yields."
"172",37,"Crop Production","Yields","Grain (Soybean)","mono","37 A randomized complete block design study with 10 replications was conducted at 1 site from 2003-2005 in Ames, IA investigating the effects of crop rotation and cover crops in a maize/soybean system (Parkin & Kaspar, 2006).  37 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 3,800,000 seeds/ha. 37Cover crops were no-till drilled. 37 Plots were 14.44 sq m. In this no-tillage corn-soybean system, rye cover crops had no effect on soil properties, nitrous oxide fluxes, or crop yields."
"173",37,"Soil","Chemical","Ammonium (Preplant)","mono","37 A randomized complete block design study with 10 replications was conducted at 1 site from 2003-2005 in Ames, IA investigating the effects of crop rotation and cover crops in a maize/soybean system (Parkin & Kaspar, 2006).  37 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 3,800,000 seeds/ha. 37Cover crops were no-till drilled. 37 Plots were 14.44 sq m. In this no-tillage corn-soybean system, rye cover crops had no effect on soil properties, nitrous oxide fluxes, or crop yields."
"174",37,"Soil","Chemical","Nitrate (Preplant)","mono","37 A randomized complete block design study with 10 replications was conducted at 1 site from 2003-2005 in Ames, IA investigating the effects of crop rotation and cover crops in a maize/soybean system (Parkin & Kaspar, 2006).  37 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 3,800,000 seeds/ha. 37Cover crops were no-till drilled. 37 Plots were 14.44 sq m. In this no-tillage corn-soybean system, rye cover crops had no effect on soil properties, nitrous oxide fluxes, or crop yields."
"175",37,"Soil","Chemical","Soil Carbon, 0-75 cm depth","mono","37 A randomized complete block design study with 10 replications was conducted at 1 site from 2003-2005 in Ames, IA investigating the effects of crop rotation and cover crops in a maize/soybean system (Parkin & Kaspar, 2006).  37 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 3,800,000 seeds/ha. 37Cover crops were no-till drilled. 37 Plots were 14.44 sq m. In this no-tillage corn-soybean system, rye cover crops had no effect on soil properties, nitrous oxide fluxes, or crop yields."
"176",37,"Soil","Chemical","Total Nitrogen","mono","37 A randomized complete block design study with 10 replications was conducted at 1 site from 2003-2005 in Ames, IA investigating the effects of crop rotation and cover crops in a maize/soybean system (Parkin & Kaspar, 2006).  37 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 3,800,000 seeds/ha. 37Cover crops were no-till drilled. 37 Plots were 14.44 sq m. In this no-tillage corn-soybean system, rye cover crops had no effect on soil properties, nitrous oxide fluxes, or crop yields."
"177",37,"Soil","Environmental","Nitrous Oxide Emissions","mono","37 A randomized complete block design study with 10 replications was conducted at 1 site from 2003-2005 in Ames, IA investigating the effects of crop rotation and cover crops in a maize/soybean system (Parkin & Kaspar, 2006).  37 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 3,800,000 seeds/ha. 37Cover crops were no-till drilled. 37 Plots were 14.44 sq m. In this no-tillage corn-soybean system, rye cover crops had no effect on soil properties, nitrous oxide fluxes, or crop yields."
"178",37,"Soil","Physical","Soil Bulk Density","mono","37 A randomized complete block design study with 10 replications was conducted at 1 site from 2003-2005 in Ames, IA investigating the effects of crop rotation and cover crops in a maize/soybean system (Parkin & Kaspar, 2006).  37 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 3,800,000 seeds/ha. 37Cover crops were no-till drilled. 37 Plots were 14.44 sq m. In this no-tillage corn-soybean system, rye cover crops had no effect on soil properties, nitrous oxide fluxes, or crop yields."
"179",38,"Crop Production","Yields","Grain (Maize)","mono","38 A split-split-block latin square study with 4 replications was conducted at 1 site from 2014-2016 in Urbana, IL investigating the effects of crop rotation, tillage, and cover crops in a maize/soybean system (Dozier et al., 2017).  38 Plots received one of the following cover crop treatments: winter fallow (maize)/winter fallow (soybean), spring oat (maize)/red clover (soybean) @ 67.2 and 22.4 kg/ha, cereal rye (maize)/hairy vetch (soybean) @ 100 and 22.4 kg/ha, annual ryegrass (maize)/annual ryegrass (soybean) @ 16.8 kg/ha, radish (maize)/radish (soybean) @ 9 kg/ha, rape (maize)/rape (soybean) @ 5.6 kg/ha. 38Cover crops were terminated with herbicide. 38 Plots were 324 sq m. ""Cover crops did not affect cash crop yields in either tillage or no-tillage systems, but tillage decreased the yield of soybean during our production cycle."""
"180",38,"Crop Production","Yields","Grain (Soybean)","mono","38 A split-split-block latin square study with 4 replications was conducted at 1 site from 2014-2016 in Urbana, IL investigating the effects of crop rotation, tillage, and cover crops in a maize/soybean system (Dozier et al., 2017).  38 Plots received one of the following cover crop treatments: winter fallow (maize)/winter fallow (soybean), spring oat (maize)/red clover (soybean) @ 67.2 and 22.4 kg/ha, cereal rye (maize)/hairy vetch (soybean) @ 100 and 22.4 kg/ha, annual ryegrass (maize)/annual ryegrass (soybean) @ 16.8 kg/ha, radish (maize)/radish (soybean) @ 9 kg/ha, rape (maize)/rape (soybean) @ 5.6 kg/ha. 38Cover crops were terminated with herbicide. 38 Plots were 324 sq m. ""Cover crops did not affect cash crop yields in either tillage or no-tillage systems, but tillage decreased the yield of soybean during our production cycle."""
"181",38,"Soil","Chemical","Ammonium (Preplant)","mono","38 A split-split-block latin square study with 4 replications was conducted at 1 site from 2014-2016 in Urbana, IL investigating the effects of crop rotation, tillage, and cover crops in a maize/soybean system (Dozier et al., 2017).  38 Plots received one of the following cover crop treatments: winter fallow (maize)/winter fallow (soybean), spring oat (maize)/red clover (soybean) @ 67.2 and 22.4 kg/ha, cereal rye (maize)/hairy vetch (soybean) @ 100 and 22.4 kg/ha, annual ryegrass (maize)/annual ryegrass (soybean) @ 16.8 kg/ha, radish (maize)/radish (soybean) @ 9 kg/ha, rape (maize)/rape (soybean) @ 5.6 kg/ha. 38Cover crops were terminated with herbicide. 38 Plots were 324 sq m. In this two year study, corn-soybean rotations that included cover crops compared to winter fallow did not show any significant change in soil ammonium concentractions."
