"Res_key","Paper_id","Duration","Loc_multi_results","Response_var","RV_trtspecifics","RV_depth","RV_year","Response_var_units","Stat_test","Stat_type","Trt1","Trt1_int","Trt1_int2","Trt1_value","Trt2","Trt2_int","Trt2_int2","Trt2_value","significance","finelevel_group","Trt1_name","Trt1_details","Trt2_name","Trt2_details","group_level1","group_level2","group_level3","nutrient_groups","Review"
475,137,"2002-3","0","yield-scaled nitrate concentration","","","2","mg N/L/Mg","Tukey","mean","1",5,NA,0.8,"2",5,"",0.5,"ns","timing_spring_V3","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
476,137,"2002-3","0","yield-scaled nitrate concentration","","","2","mg N/L/Mg","Tukey","mean","0",6,NA,1.4,"1",6,"",1.2,"ns","timing_fall_spring","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
477,137,"2002-3","0","yield-scaled nitrate concentration","","","3","mg N/L/Mg","Tukey","mean","0",4,NA,2,"1",4,"",0.8,"0.05","timing_fall_preplant","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
478,137,"2002-3","0","yield-scaled nitrate concentration","","","3","mg N/L/Mg","Tukey","mean","0",5,NA,1.4,"1",5,"",0.7,"ns","timing_fall_preplant","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
479,137,"2002-3","0","yield-scaled nitrate concentration","","","3","mg N/L/Mg","Tukey","mean","0",5,NA,1.4,"2",5,"",0.7,"ns","timing_fall_V3","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
480,137,"2002-3","0","yield-scaled nitrate concentration","","","3","mg N/L/Mg","Tukey","mean","1",5,NA,0.7,"2",5,"",0.7,"ns","timing_spring_V3","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
481,137,"2002-3","0","yield-scaled nitrate concentration","","","3","mg N/L/Mg","Tukey","mean","0",6,NA,1.9,"1",6,"",0.7,"0.05","timing_fall_spring","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","Water Quality","Runoff from Field","Nitrate","Application Timing","Nutrient Management"
482,137,"2002-3","0","soil nitrate content","post harvest","0-120 cm","1","kg NO3-N/ha","Tukey","mean","0",4,NA,65,"1",4,"",82.2,"ns","timing_fall_preplant","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Application Timing","Nutrient Management"
483,137,"2002-3","0","soil nitrate content","","0-120 cm","1","kg NO3-N/ha","Tukey","mean","0",5,NA,65,"1",5,"",67,"ns","timing_fall_preplant","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Application Timing","Nutrient Management"
484,137,"2002-3","0","soil nitrate content","","0-120 cm","1","kg NO3-N/ha","Tukey","mean","0",5,NA,65,"2",5,"",117.6,"0.1","timing_fall_V3","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Application Timing","Nutrient Management"
485,137,"2002-3","0","soil nitrate content","","0-120 cm","1","kg NO3-N/ha","Tukey","mean","1",5,NA,67,"2",5,"",117.6,"0.1","timing_spring_V3","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Application Timing","Nutrient Management"
486,137,"2002-3","0","soil nitrate content","","0-120 cm","1","kg NO3-N/ha","Tukey","mean","0",6,NA,113.8,"1",6,"",94.5,"ns","timing_fall_spring","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Application Timing","Nutrient Management"
487,137,"2002-3","0","soil nitrate content","","0-120 cm","2","kg NO3-N/ha","Tukey","mean","0",4,NA,42.9,"1",4,"",44.8,"ns","timing_fall_preplant","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Application Timing","Nutrient Management"
488,137,"2002-3","0","soil nitrate content","","0-120 cm","2","kg NO3-N/ha","Tukey","mean","0",5,NA,37.7,"1",5,"",63.9,"0.1","timing_fall_preplant","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Application Timing","Nutrient Management"
489,137,"2002-3","0","soil nitrate content","","0-120 cm","2","kg NO3-N/ha","Tukey","mean","0",5,NA,37.7,"2",5,"",52.8,"ns","timing_fall_V3","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Application Timing","Nutrient Management"
490,137,"2002-3","0","soil nitrate content","","0-120 cm","2","kg NO3-N/ha","Tukey","mean","1",5,NA,63.9,"2",5,"",52.8,"ns","timing_spring_V3","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Application Timing","Nutrient Management"
491,137,"2002-3","0","soil nitrate content","","0-120 cm","2","kg NO3-N/ha","Tukey","mean","0",6,NA,67.5,"1",6,"",62.2,"ns","timing_fall_spring","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Application Timing","Nutrient Management"
492,137,"2002-3","0","soil nitrate content","","0-120 cm","3","kg NO3-N/ha","Tukey","mean","0",4,NA,49.6,"1",4,"",57.9,"ns","timing_fall_preplant","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [78 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","spring applied (preplant) anhydrous ammonia (78 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Application Timing","Nutrient Management"
493,137,"2002-3","0","soil nitrate content","","0-120 cm","3","kg NO3-N/ha","Tukey","mean","0",5,NA,62.1,"1",5,"",53.1,"ns","timing_fall_preplant","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Application Timing","Nutrient Management"
494,137,"2002-3","0","soil nitrate content","","0-120 cm","3","kg NO3-N/ha","Tukey","mean","0",5,NA,62.1,"2",5,"",76.5,"ns","timing_fall_V3","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [156 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Application Timing","Nutrient Management"
495,137,"2002-3","0","soil nitrate content","","0-120 cm","3","kg NO3-N/ha","Tukey","mean","1",5,NA,53.1,"2",5,"",76.5,"0.1","timing_spring_V3","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","spring applied (preplant) anhydrous ammonia (156 kg N/ha)","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","side dress application of anhydrous ammonia (156 kg N/ha) at maize V3-V5 stage","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Application Timing","Nutrient Management"
496,137,"2002-3","0","soil nitrate content","","0-120 cm","3","kg NO3-N/ha","Tukey","mean","0",6,NA,65.3,"1",6,"",94.4,"0.1","timing_fall_spring","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","fall applied anhydrous ammonia [234 kg N/ha] with nitrapyrin [0.56 kg ai/ha]","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","spring applied (preplant) anhydrous ammonia (234 kg N/ha)","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)","Application Timing","Nutrient Management"
497,138,"1986-2","1","maize grain yield","","","1","bu/acre","ANOVA","mean","0",NA,NA,126,"1",NA,"",136,"0.05","preplant_V6","25-175 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","25-175 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25-175 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25-175 lb/acre sidedress at V6 growth stage","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
498,138,"1986-2","1","maize grain nitrogen content","","","1","%","ANOVA","mean","0",NA,NA,1.25,"1",NA,"",1.28,"ns","preplant_V6","25-175 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","25-175 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25-175 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25-175 lb/acre sidedress at V6 growth stage","Crop Yields","Grain Quality","Corn nitrogen uptake","Application Timing","Nutrient Management"
499,138,"1986-2","1","maize grain nitrogen uptake","","","1","lb/acre","ANOVA","mean","0",NA,NA,76.1,"1",NA,"",84,"0.05","preplant_V6","25-175 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","25-175 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25-175 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25-175 lb/acre sidedress at V6 growth stage","Crop Yields","Grain Quality","Corn nitrogen uptake","Application Timing","Nutrient Management"
500,138,"1986-2","2","maize grain yield","","","1","bu/acre","ANOVA","mean","0",NA,NA,149,"1",NA,"",150,"ns","preplant_V6","25-175 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","25-175 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25-175 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25-175 lb/acre sidedress at V6 growth stage","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
501,138,"1986-2","2","maize grain nitrogen content","","","1","%","ANOVA","mean","0",NA,NA,1.09,"1",NA,"",1.11,"ns","preplant_V6","25-175 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","25-175 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25-175 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25-175 lb/acre sidedress at V6 growth stage","Crop Yields","Grain Quality","Corn nitrogen uptake","Application Timing","Nutrient Management"
502,138,"1986-2","2","maize grain nitrogen uptake","","","1","lb/acre","ANOVA","mean","0",NA,NA,80,"1",NA,"",82,"ns","preplant_V6","25-175 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","25-175 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25-175 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25-175 lb/acre sidedress at V6 growth stage","Crop Yields","Grain Quality","Corn nitrogen uptake","Application Timing","Nutrient Management"
503,138,"1986-2","1","maize grain yield","","","2","bu/acre","ANOVA","mean","0",NA,NA,106,"1",NA,"",110,"ns","preplant_V6","25 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","25 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25 lb/acre sidedress at V6 growth stage","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
504,138,"1986-2","1","maize grain nitrogen content","","","2","%","ANOVA","mean","0",NA,NA,1.3,"1",NA,"",1.34,"ns","preplant_V6","25 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","25 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25 lb/acre sidedress at V6 growth stage","Crop Yields","Grain Quality","Corn nitrogen uptake","Application Timing","Nutrient Management"
505,138,"1986-2","1","maize grain nitrogen uptake","","","2","lb/acre","ANOVA","mean","0",NA,NA,74.2,"1",NA,"",79,"ns","preplant_V6","25 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","25 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25 lb/acre sidedress at V6 growth stage","Crop Yields","Grain Quality","Corn nitrogen uptake","Application Timing","Nutrient Management"
506,138,"1986-2","2","maize grain yield","","","2","bu/acre","ANOVA","mean","0",NA,NA,99,"1",NA,"",97,"ns","preplant_V6","25 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","25 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25 lb/acre sidedress at V6 growth stage","Crop Yields","Grain Yields","Corn","Application Timing","Nutrient Management"
507,138,"1986-2","2","maize grain nitrogen content","","","2","%","ANOVA","mean","0",NA,NA,1.28,"1",NA,"",1.32,"ns","preplant_V6","25 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","25 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25 lb/acre sidedress at V6 growth stage","Crop Yields","Grain Quality","Corn nitrogen uptake","Application Timing","Nutrient Management"
508,138,"1986-2","2","maize grain nitrogen uptake","","","2","lb/acre","ANOVA","mean","0",NA,NA,69.4,"1",NA,"",69.6,"ns","preplant_V6","25 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","25 lb/acre preplant and 0 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25 lb/acre sidedress at V6 growth stage","0 lb/acre preplant and 25 lb/acre sidedress at V6 growth stage","Crop Yields","Grain Quality","Corn nitrogen uptake","Application Timing","Nutrient Management"
509,139,"1984-3","0","maize grain yield","","","1;2;3","Mg/ha","","mean","0",NA,NA,7.18,"1",NA,"",7.26,"ns","band_injection","surface banded 200 kg N/ha a the V1 stage","surface banded 200 kg N/ha a the V1 stage","point injection 200 kg N/ha total (50, 50, and 100 kg N/ha at the V1, V5, and V9 stages)","point injection 200 kg N/ha total (50, 50, and 100 kg N/ha at the V1, V5, and V9 stages)","Crop Yields","Grain Yields","Corn","Fertilizer Placement","Nutrient Management"
