uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn
WOS:000232265900004,"Effects of soil moisture, physical, and chemical characteristics on abiotic nitric oxide production",NUTRIENT CYCLING IN AGROECOSYSTEMS,1,72,27-40,MAY,2005,"Venterea, RT | Rolston, DE | Cardon, ZG",chemodenitrification | nitrite | nitrous acid | ozone | soil pH | tillage,10.1007/s10705-004-7351-5,NA,969WI,1385-1314,NA
WOS:000257452600012,A hydrothermal seedling emergence model for giant ragweed (Ambrosia trifida),WEED SCIENCE,4,56,555-560,JUL-AUG,2008,"Schutte, Brian J. | Regnier, Emilie E. | Harrison, S. Kent | Schmoll, Jerron T. | Spokas, Kurt | Forcella, Frank",weed ecology | weed management decision tool | soil moisture | soil temperature,10.1614/WS-07-161.1,NA,323NK,0043-1745,NA
WOS:000077836400017,Corn yield and nitrogen uptake in monoculture and in rotation with soybean,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,6,62,1596-1603,NOV-DEC,1998,"Omay, AB | Rice, CW | Maddux, LD | Gordon, WB",,NA,NA,153MG,0361-5995,NA
WOS:000080892900004,Evaluation of the root zone water quality model for predicting water and NO3-N movement in an Iowa soil,SOIL & TILLAGE RESEARCH,3-4,50,223-236,MAY,1999,"Kumar, A | Kanwar, RS | Singh, P | Ahuja, LR",modeling | groundwater pollution | tillage practices | RZWQM | nitrate-nitrogen,NA,NA,206RK,0167-1987,NA
WOS:000330462500020,Soil Carbon Change and Net Energy Associated with Biofuel Production on Marginal Lands: A Regional Modeling Perspective,JOURNAL OF ENVIRONMENTAL QUALITY,6,42,1802-1814,NOV-DEC,2013,"Bandaru, Varaprasad | Izaurralde, R. Cesar | Manowitz, David | Link, Robert | Zhang, Xuesong | Post, Wilfred M.",,10.2134/jeq2013.05.0171,NA,300KJ,0047-2425,NA
WOS:000387555700027,"Strip-Intercropping of Rye-Vetch Mixtures Affects Biomass, Carbon/Nitrogen Ratio, and Spatial Distribution of Cover Crop Residue",AGRONOMY JOURNAL,6,108,2433-2443,NOV-DEC,2016,"Lowry, C. J. | Brainard, D. C.",,10.2134/agronj2016.04.0189,NA,EB7GV,0002-1962,NA
WOS:000233893300024,Development of a conservation-oriented precision agriculture system: Water and soil quality assessment,JOURNAL OF SOIL AND WATER CONSERVATION,6,60,411-421,NOV-DEC,2005,"Lerch, RN | Kitchen, NR | Kremer, RJ | Donald, WW | Alberts, EE | Sadler, EJ | Sudduth, KA | Myers, DB | Ghidey, F",precision agriculture system | runoff | soil erosion | soil quality | spatial variability | topsoil depth | water quality,NA,NA,992OK,0022-4561,NA
WOS:000361261100013,Short-term drought response of N2O and CO2 emissions from mesic agricultural soils in the US Midwest,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,NA,212,127-133,DEC 20,2015,"Gelfand, Ilya | Cui, Mengdi | Tang, Jianwu | Robertson, G. Philip",Soil carbon | Conservation reserve program | N2O methodology | Corn | No-till,10.1016/j.agee.2015.07.005,NA,CR3VL,0167-8809,NA
WOS:000088008700006,Foraging by deep-burrowing earthworms degrades surface soil structure of a fluventic Hapludoll in Ohio,SOIL & TILLAGE RESEARCH,3-4,54,179-189,APR,2000,"Shuster, WD | Subler, S | McCoy, EL",soil aggregation | earthworms | crop residue | crusting | carbon,NA,NA,331FY,0167-1987,NA
WOS:000258936900022,"Water quality trends and changing agricultural practices in a Midwest US watershed, 1994-2006",JOURNAL OF ENVIRONMENTAL QUALITY,5,37,1862-1874,SEP-OCT,2008,"Renwick, William H. | Vanni, Michael J. | Zhang, Qianyi | Patton, Jon",,10.2134/jeq2007.0401,NA,344OJ,1537-2537,NA
WOS:000283825100003,"Soil surface carbon dioxide exchange rate as affected by soil texture, different long-term tillage application and weather",ZEMDIRBYSTE-AGRICULTURE,3,97,25-42,NA,2010,"Feiziene, Dalia | Feiza, Virginijus | Vaideliene, Asta | Povilaitis, Virmantas | Antanaitis, Sarunas",Cambisol | loam | sandy loam | soil CO(2) exchange rate | tillage | climatic conditions,NA,NA,675IZ,1392-3196,NA
WOS:000316038600009,"Prevalence, pathogenicity and cultivar resistance of Fusarium and Rhizoctonia species causing soybean root rot",CANADIAN JOURNAL OF PLANT SCIENCE,2,93,221-236,MAR,2013,"Zhang, J. X. | Xue, A. G. | Cober, E. R. | Morrison, M. J. | Zhang, H. J. | Zhang, S. Z. | Gregorich, E.",Cultivar resistance | Fusarium species | pathogenicity | Rhizoctonia solani | soybean root rot | tillage,10.4141/CJPS2012-223,NA,105AS,0008-4220,NA
WOS:000180463500009,Soil quality of two Kansas soils as influenced by the Conservation Reserve Program,JOURNAL OF SOIL AND WATER CONSERVATION,6,57,344-350,NOV-DEC,2002,"Huang, X | Skidmore, EL | Tibke, GL",aggregate stability | CRP | soil quality | soil total carbon | wind erosion,NA,NA,636NW,0022-4561,NA
WOS:000344737300030,Soil quality evaluation under different land management practices,ENVIRONMENTAL EARTH SCIENCES,11,72,4531-4549,DEC,2014,"Obade, Vincent de Paul | Lal, Rattan",Land management | Minimum dataset | Soil properties | Soil quality index,10.1007/s12665-014-3353-z,NA,AT2BZ,1866-6280,NA
WOS:A1996VK88200003,"Effect of subsoiling and subsequent tillage on soil bulk density, soil moisture, and corn yield",SOIL & TILLAGE RESEARCH,1-2,38,35-46,AUG,1996,"Evans, SD | Lindstrom, MJ | Voorhees, WB | Moncrief, JF | Nelson, GA",subsoiling | compaction | soil moisture | bulk density | penetrometer resistance,NA,NA,VK882,0167-1987,NA
WOS:000386463900011,Postseason Diagnosis of Potassium Deficiency in Soybean Using Seed Potassium Concentration,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,5,80,1231-1243,SEP-OCT,2016,"Parvej, Md Rasel | Slaton, Nathan A. | Fryer, Matthew S. | Roberts, Trenton L. | Purcell, Larry C.",,10.2136/sssaj2016.02.0030,NA,EA2YQ,0361-5995,NA
WOS:000317969600025,Mapping palimpsest karst features on the Illinois sinkhole plain using historical aerial photography,CARBONATES AND EVAPORITES,1-2,28,201-214,MAY,2013,"Panno, Samuel V. | Luman, Donald E.",AAA historical aerial photography | sinkhole density | sinkhole inventory | relict karst,10.1007/s13146-012-0107-4,NA,131CM,0891-2556,NA
WOS:000302776200006,"Impacts of Land-Use Change, Slope, and Erosion on Soil Organic Carbon Retention and Storage",SOIL SCIENCE,4,177,269-278,APR,2012,"Olson, Kenneth R. | Gennadiyev, Alexander N. | Zhidkin, Andrey P. | Markelov, Maxim V.",Organic carbon | soil erosion | soil loss | tillage | no-tillage | pasture,10.1097/SS.0b013e318244d8d2,NA,925QO,0038-075X,NA
WOS:000378856400008,"Evaluation of Intensive ""4R"" Strategies for Decreasing Nitrous Oxide Emissions and Nitrogen Surplus in Rainfed Corn",JOURNAL OF ENVIRONMENTAL QUALITY,4,45,1186-1195,JUL-AUG,2016,"Venterea, Rodney T. | Coulter, Jeffrey A. | Dolan, Michael S.",,10.2134/jeq2016.01.0024,NA,DP9ZJ,0047-2425,NA
WOS:000329606200007,Biological indicators of soil quality and soil organic matter characteristics in an agricultural management continuum,BIOGEOCHEMISTRY,1,117,81-99,JAN,2014,"Veum, Kristen S. | Goyne, Keith W. | Kremer, Robert J. | Miles, Randall J. | Sudduth, Kenneth A.",Dehydrogenase | Diffuse reflectance infrared Fourier transform (DRIFT) | Phenol oxidase | Nuclear magnetic resonance (NMR) | Soil quality | Soil management assessment framework (SMAF) | Visible near-infrared reflectance (VNIR),10.1007/s10533-013-9868-7,NA,288IW,0168-2563,NA
WOS:A1995TM50400003,Zone tillage effects on soil properties and yield and quality of potatoes (Solanum tuberosum L),SOIL & TILLAGE RESEARCH,3,35,135-146,SEP,1995,"Pierce, FJ | Burpee, CG",compaction | zone tillage | subsoiling | potatoes,NA,NA,TM504,0167-1987,NA
WOS:000238735700011,Examining changes in soil organic carbon with oat and rye cover crops using terrain covariates,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,4,70,1168-1177,JUL-AUG,2006,"Kaspar, TC | Parkin, TB | Jaynes, DB | Cambardella, CA | Meek, DW | Jung, YS",,10.2136/sssaj2005.0095,NA,059MA,0361-5995,NA
WOS:000254060200001,Estimating regional changes in soil carbon with high spatial resolution,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,2,72,285-294,MAR-APR,2008,"West, Tristram O. | Brandt, Craig C. | Wilson, Bradly S. | Hellwinckel, Chad M. | Tyler, Donald D. | Marland, Gregg | Ugarte, Daniel G. De La Torre | Larson, James A. | Nelson, Richard G.",,10.2136/sssaj2007.0113,NA,275GP,0361-5995,NA
WOS:000078267800003,Measures of economic and environmental performance for alternative agricultural production systems,JOURNAL OF PRODUCTION AGRICULTURE,4,11,428-438,OCT-DEC,1998,"Batte, MT | Bacon, KJ | Hopkins, JW",,NA,NA,161BJ,0890-8524,NA
WOS:000080892900005,Adaptation of soil quality indices and application to three tillage systems in southern Illinois,SOIL & TILLAGE RESEARCH,3-4,50,237-249,MAY,1999,"Hussain, I | Olson, KR | Wander, MM | Karlen, DL",soil quality | soil productivity | soil indices | soil properties | no-till | tillage,NA,NA,206RK,0167-1987,NA
WOS:000076059600015,Greenhouse gas fluxes following tillage and wetting in a wheat-fallow cropping system,JOURNAL OF ENVIRONMENTAL QUALITY,5,27,1105-1116,SEP-OCT,1998,"Kessavalou, A | Doran, JW | Mosier, AR | Drijber, RA",,NA,NA,122EU,0047-2425,NA
WOS:000262239600027,A Comparison of Threshold Strategies in Tomatoes and Soybean,WEED TECHNOLOGY,4,22,729-735,OCT-DEC,2008,"Mayen, Carlos D. | Gibson, Kevin D. | Weller, Stephen C.",Competition | crop rotation | integrated weed management | no seed threshold | tillage | weed seed bank,10.1614/WT-07-155.1,NA,391NI,0890-037X,NA
WOS:000248586900008,"Simulating, management effects on crop production, tile drainage, and water quality using RZWQM-DSSAT",GEODERMA,3,140,297-309,JUL 15,2007,"Saseendran, S. A. | Ma, L. | Malone, R. | Heilman, P. | Ahuja, L. R. | Kanwar, R. S. | Karlen, D. L. | Hoogenboom, G.",agricultural system models | agricultural management | tillage | crop rotation | N loading | N leaching,10.1016/j.geoderma.2007.04.013,NA,197WJ,0016-7061,NA
WOS:000232174300019,Corn residue level and manure application timing effects on phosphorus losses in runoff,JOURNAL OF ENVIRONMENTAL QUALITY,5,34,1620-1631,SEP-OCT,2005,"Grande, JD | Karthikeyan, KG | Miller, PS | Powell, JM",,10.2134/jeq2004.0462,NA,968PK,0047-2425,NA
WOS:A1997XB84600015,Economic and biological benefits of intercropping berseem clover with oat in corn-soybean-oat rotations,JOURNAL OF PRODUCTION AGRICULTURE,2,10,314-319,APR-JUN,1997,"Ghaffarzadeh, M",,NA,NA,XB846,0890-8524,NA
WOS:000236009100016,Relationships between extractable soil phosphorus and phosphorus saturation after long-term fertilizer or manure application,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,2,70,454-463,MAR-APR,2006,"Allen, BL | Mallarino, AP",,10.2136/sssaj2005.0031,NA,021TQ,0361-5995,NA
WOS:000286125700015,The Effects of a Winter Cover Crop on Diabrotica virgifera (Coleoptera: Chrysomelidae) Populations and Beneficial Arthropod Communities in No-Till Maize,ENVIRONMENTAL ENTOMOLOGY,6,39,1816-1828,DEC,2010,"Lundgren, Jonathan G. | Fergen, Janet K.",biodiversity | biological control | conservation | western corn rootworm | Elymus trachycaulus | generalist predators | IPM,10.1603/EN10041,NA,705JW,0046-225X,NA
WOS:000287289700007,Variability of soil physical quality and erodibility in a water-eroded cropland,CATENA,3,84,148-155,MAR,2011,"Stavi, Ilan | Lal, Rattan",Corn Belt | K factor | No-till farming | Saturated hydraulic conductivity | Soil color | Soil organic carbon,10.1016/j.catena.2010.10.006,NA,720OJ,0341-8162,NA
WOS:A1995QQ42600001,TEACHING SEED BANK ECOLOGY IN AN UNDERGRADUATE LABORATORY EXERCISE,WEED TECHNOLOGY,1,9,5-16,JAN-MAR,1995,"REGNIER, EE",TILLAGE SYSTEMS | WEED BIOLOGY | WEED ECOLOGY,NA,NA,QQ426,0890-037X,NA
WOS:000326553700005,Long-term impacts of residue harvesting on soil quality,SOIL & TILLAGE RESEARCH,NA,134,33-40,NOV,2013,"Laird, David A. | Chang, Cheng-Wen",Bioenergy | Biomass harvesting | Residue | Soil quality | Nitrogen mineralization potential,10.1016/j.still.2013.07.001,NA,246QH,0167-1987,NA
WOS:000414509500004,Can Cover Crop Use Allow Increased Levels of Corn Residue Removal for Biofuel in Irrigated and Rainfed Systems?,BIOENERGY RESEARCH,4,10,992-1004,DEC,2017,"Ruis, S. J. | Blanco-Canqui, H. | Jasa, P. J. | Ferguson, R. B. | Slater, G.",Cover crop | Residue removal | Corn yield | Aggregate stability | Soil organic C | Mean weight diameter | Winter rye | Early termination | Late termination,10.1007/s12155-017-9858-z,NA,FL8OQ,1939-1234,NA
WOS:A1992JB59000005,"SIMULATED HARVEST TRAFFIC EFFECTS ON CORN, OATS AND SOYBEAN YIELDS IN WESTERN OHIO",SOIL & TILLAGE RESEARCH,1,24,65-78,JUN,1992,"LAL, R | TANAKA, H",,NA,NA,JB590,0167-1987,NA
WOS:000274285100005,"Container and Installation Time Effects on Soil Moisture, Temperature, and Inorganic Nitrogen Retention for an in situ Nitrogen Mineralization Method",COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,13-14,40,2044-2057,NA,2009,"Wienhold, Brian J. | Varvel, Gary E. | Wilhelm, W. W.",Corn | mineralization | nitrogen | Zea mays L.,10.1080/00103620902960575,NA,552JE,0010-3624,NA
WOS:000294686300023,"Critical source area management of agricultural phosphorus: experiences, challenges and opportunities",WATER SCIENCE AND TECHNOLOGY,4,64,945-952,NA,2011,"Sharpley, Andrew N. | Kleinman, Peter J. A. | Flaten, Don N. | Buda, Anthony R.",agricultural landscapes | animal manure | fertilizer phosphorus | leaching | phosphorus indices | surface runoff | water quality,10.2166/wst.2011.712,NA,817PM,0273-1223,NA
WOS:000077777600005,Water conservation practices for a river valley irrigated with groundwater,AGRICULTURAL WATER MANAGEMENT,3,38,235-256,JAN,1999,"Boldt, AL | Eisenhauer, DE | Martin, DL | Wilmes, GJ",water conservation | computer simulation | sprinkler irrigation | furrow irrigation | conservation tillage | limited irrigation | cropping systems,NA,NA,152KX,0378-3774,NA
WOS:000280783700005,Soil organic carbon pools and composition in a wetland complex invaded by reed canary grass,BIOLOGY AND FERTILITY OF SOILS,7,46,697-706,SEP,2010,"Bills, Jonathan S. | Jacinthe, Pierre-Andre | Tedesco, Lenore P.",Plant invasion | Soil organic carbon pools | Mixed native grass species | Extractable soil carbohydrates,10.1007/s00374-010-0476-6,NA,636ZJ,0178-2762,NA
WOS:000172676700018,Simulating tillage effects on nonpoint source pollution from agricultural lands using gleams,TRANSACTIONS OF THE ASAE,4,44,891-898,JUL-AUG,2001,"Bakhsh, A | Kanwar, RS",tillage systems | NO3-N losses | atrazine | alachlor biomass,NA,NA,501GJ,0001-2351,NA
WOS:000185066600015,Select soil enzyme activities in the historic Sanborn Field as affected by long-term cropping systems,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,15-16,34,2259-2275,NA,2003,"Eivazi, F | Bayan, MR | Schmidt, K",soil enzymes | long-term experiments | sanborn field | cropping systems | crop rotation | inorganic fertilizers,10.1081/CSS-120024062,NA,717BW,0010-3624,NA
WOS:000264311500007,Effect of Nitrogen Application Timing on Corn Production Using Subsurface Drip Irrigation,SOIL SCIENCE,3,174,174-179,MAR,2009,"Tarkalson, David D. | Van Donk, Simon J. | Petersen, James L.",Subsurface drip irrigation | nitrogen | corn,10.1097/SSL.0b013e3181998514,NA,420TG,0038-075X,NA
WOS:A1996WA78600010,Partitioned flow domains of three Wisconsin soils,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,6,60,1686-1696,NOV-DEC,1996,"Hart, GL | Lowery, B",,NA,NA,WA786,0361-5995,NA
WOS:000312517200005,An integrated model for assessment of sustainable agricultural residue removal limits for bioenergy systems,ENVIRONMENTAL MODELLING & SOFTWARE,NA,39,50-69,JAN,2013,"Muth, D. J., Jr. | Bryden, K. M.",Bioenergy | Agricultural residues | Soil erosion | Soil organic carbon | Model integration,10.1016/j.envsoft.2012.04.006,NA,056UP,1364-8152,NA
WOS:000302049700016,EFFECTS OF CROP RESIDUE REMOVAL ON SOIL WATER CONTENT AND YIELD OF DEFICIT-IRRIGATED SOYBEAN,TRANSACTIONS OF THE ASABE,1,55,149-157,JAN-FEB,2012,"van Donk, S. J. | Shaver, T. M. | Petersen, J. L. | Davison, D. R.",Crop residue | Irrigation | Soil water | Soybean | Water conservation,NA,NA,915TG,2151-0032,NA
WOS:000222612400025,"Runoff, soil erosion, and erodibility of conservation reserve program land under crop and hay production",SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,4,68,1332-1341,JUL-AUG,2004,"Zheng, FL | Merrill, SD | Huang, CH | Tanaka, DL | Darboux, F | Liebig, MA | Halvorson, AD",,NA,NA,837EX,0361-5995,NA
WOS:000310396100044,Modeling the effects of conservation practices on stream health,SCIENCE OF THE TOTAL ENVIRONMENT,NA,435,380-391,OCT 1,2012,"Einheuser, Matthew D. | Nejadhashemi, A. Pouyan | Sowa, Scott P. | Wang, Lizhu | Hamaamin, Yaseen A. | Woznicki, Sean A.",Macroinvertebrates | Soil and Water Assessment Tool | Biological integrity | Best management practices,10.1016/j.scitotenv.2012.07.033,NA,028AV,0048-9697,NA
WOS:000364917700008,Biomass production of 12 winter cereal cover crop cultivars and their effect on subsequent no-till corn yield,JOURNAL OF SOIL AND WATER CONSERVATION,6,70,353-364,NOV-DEC,2015,"Kaspar, T. C. | Bakker, M. G.",corn | cover crops | population | rye | triticale | wheat,10.2489/jswc.70.6.353,NA,CW3UO,0022-4561,NA
WOS:000290180400013,FIELD-LEVEL TARGETING USING SWAT: MAPPING OUTPUT FROM HRUs TO FIELDS AND ASSESSING LIMITATIONS OF GIS INPUT DATA,TRANSACTIONS OF THE ASABE,2,54,501-514,MAR-APR,2011,"Daggupati, P. | Douglas-Mankin, K. R. | Sheshukov, A. Y. | Barnes, P. L. | Devlin, D. L.",BMP | Erosion | Modeling | Sediment | Watershed,NA,NA,758QQ,2151-0032,NA
WOS:000372680900008,Effects of tillage and poultry manure application rates on Salmonella and fecal indicator bacteria concentrations in tiles draining Des Moines Lobe soils,JOURNAL OF ENVIRONMENTAL MANAGEMENT,NA,171,60-69,APR 15,2016,"Hruby, C. E. | Soupir, M. L. | Moorman, T. B. | Shelley, M. | Kanwar, R. S.",Fecal indicator bacteria | Salmonella spp. | Poultry manure | Tile drainage,10.1016/j.jenvman.2016.01.040,NA,DH3IO,0301-4797,NA
WOS:000372517700015,Kinetic to Saturation Model for Simulation of Soil Organic Carbon Increase to Steady State,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,1,80,147-156,JAN-FEB,2016,"Nicoloso, Rodrigo S. | Rice, Charles W. | Amado, Telmo J. C.",,10.2136/sssaj2015.04.0163,NA,DH1AV,0361-5995,NA
WOS:000408882500005,Methanotrophic bacterial diversity in two diverse soils under varying land-use practices as determined by high-throughput sequencing of the pmoA gene,APPLIED SOIL ECOLOGY,NA,119,35-45,OCT,2017,"Sengupta, Aditi | Dick, Warren A.",Methanotrophs | Tillage | Crop rotation | Methane | High-throughput sequencing | pmoA,10.1016/j.apsoil.2017.05.031,NA,FF4DP,0929-1393,NA
WOS:000399848700006,Quantifying the effects of conservation practice implementation on predicted runoff and chemical losses under climate change,AGRICULTURAL WATER MANAGEMENT,NA,186,51-65,MAY 31,2017,"Wallace, Carlington W. | Flanagan, Dennis C. | Engel, Bernard A.",Atrazine | Best management practice (BMP) | Climate change | Nitrogen | Phosphorus | Soil and Water Assessment Tool (SWAT),10.1016/j.agwat.2017.02.014,NA,ES9AQ,0378-3774,NA
WOS:A1997XM75300006,Yield and nitrogen uptake of rotated corn in a ridge tillage system,AGRONOMY JOURNAL,3,89,397-403,MAY-JUN,1997,"Iragavarapu, TK | Randall, GW | Russelle, MP",,NA,NA,XM753,0002-1962,NA
WOS:000335399000007,Use of corn height to improve the relationship between active optical sensor readings and yield estimates,PRECISION AGRICULTURE,3,15,331-345,JUN,2014,"Sharma, L. K. | Franzen, D. W.",Canopy sensors | Nitrogen | INSEY,10.1007/s11119-013-9330-9,NA,AG4OG,1385-2256,NA
