Res_key,Review_id,Paper_id,Duration,Loc_multi_results,Response_var,RV_trtspecifics,RV_depth,RV_year,Response_var_units,Stat_test,Stat_type,Trt1,Trt1_int,Trt1_int2,Trt1_value,Trt2,Trt2_int,Trt2_int2,Trt2_value,significance,finelevel_group,Trt1_name,Trt1_details,Trt2_name,Trt2_details,Tillage_1,Tillage_2,group_level1,group_level2,group_level3,per_change,actual_diff,sample_depth,sample_year,nutrient_groups,Trt_1name,Trt_2name,Trt_compare,Review
694,,144,1986-3,0,maize stand count,,,1,# x 10^-3/acre,LSD,mean,0,NA,NA,26.5,3,NA,,27.1,0.05,broadcast_injected_interrow,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,,,Crop Yields,Stand Count,Corn,2.264150943,0.6,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
694,,144,1986-3,0,maize stand count,,,2,# x 10^-3/acre,LSD,mean,0,NA,NA,26.5,3,NA,,27.1,0.05,broadcast_injected_interrow,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,,,Crop Yields,Stand Count,Corn,2.264150943,0.6,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
694,,144,1986-3,0,maize stand count,,,3,# x 10^-3/acre,LSD,mean,0,NA,NA,26.5,3,NA,,27.1,0.05,broadcast_injected_interrow,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,,,Crop Yields,Stand Count,Corn,2.264150943,0.6,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
695,,144,1986-3,0,maize stand count,,,1,# x 10^-3/acre,LSD,mean,0,NA,NA,26.5,4,NA,,27,ns,timing_preplant_splitpreplantV7,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage,,,Crop Yields,Stand Count,Corn,1.886792453,0.5,NA,,Application Timing,Single Application,Split Application,,Nutrient Management
695,,144,1986-3,0,maize stand count,,,2,# x 10^-3/acre,LSD,mean,0,NA,NA,26.5,4,NA,,27,ns,timing_preplant_splitpreplantV7,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage,,,Crop Yields,Stand Count,Corn,1.886792453,0.5,NA,,Application Timing,Single Application,Split Application,,Nutrient Management
695,,144,1986-3,0,maize stand count,,,3,# x 10^-3/acre,LSD,mean,0,NA,NA,26.5,4,NA,,27,ns,timing_preplant_splitpreplantV7,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage,,,Crop Yields,Stand Count,Corn,1.886792453,0.5,NA,,Application Timing,Single Application,Split Application,,Nutrient Management
696,,144,1986-3,0,maize stand count,,,1,# x 10^-3/acre,LSD,mean,0,NA,NA,26.5,5,NA,,26.9,ns,timing_preplant_splitpreplantV16,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage,,,Crop Yields,Stand Count,Corn,1.509433962,0.4,NA,,Application Timing,Single Application,Split Application,,Nutrient Management
696,,144,1986-3,0,maize stand count,,,2,# x 10^-3/acre,LSD,mean,0,NA,NA,26.5,5,NA,,26.9,ns,timing_preplant_splitpreplantV16,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage,,,Crop Yields,Stand Count,Corn,1.509433962,0.4,NA,,Application Timing,Single Application,Split Application,,Nutrient Management
696,,144,1986-3,0,maize stand count,,,3,# x 10^-3/acre,LSD,mean,0,NA,NA,26.5,5,NA,,26.9,ns,timing_preplant_splitpreplantV16,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage,,,Crop Yields,Stand Count,Corn,1.509433962,0.4,NA,,Application Timing,Single Application,Split Application,,Nutrient Management
697,,144,1986-3,0,maize grain yield,,,1,bu/acre,LSD,mean,0,NA,NA,147.7,1,NA,,150.8,ns,broadcast_band_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,,,Crop Yields,Grain Yields,Corn,2.098849018,3.1,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
697,,144,1986-3,0,maize grain yield,,,2,bu/acre,LSD,mean,0,NA,NA,147.7,1,NA,,150.8,ns,broadcast_band_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,,,Crop Yields,Grain Yields,Corn,2.098849018,3.1,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
697,,144,1986-3,0,maize grain yield,,,3,bu/acre,LSD,mean,0,NA,NA,147.7,1,NA,,150.8,ns,broadcast_band_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,,,Crop Yields,Grain Yields,Corn,2.098849018,3.1,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
698,,144,1986-3,0,maize grain yield,,,1,bu/acre,LSD,mean,0,NA,NA,147.7,2,NA,,161.4,0.05,broadcast_injected_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,,,Crop Yields,Grain Yields,Corn,9.275558565,13.7,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
698,,144,1986-3,0,maize grain yield,,,2,bu/acre,LSD,mean,0,NA,NA,147.7,2,NA,,161.4,0.05,broadcast_injected_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,,,Crop Yields,Grain Yields,Corn,9.275558565,13.7,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
698,,144,1986-3,0,maize grain yield,,,3,bu/acre,LSD,mean,0,NA,NA,147.7,2,NA,,161.4,0.05,broadcast_injected_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,,,Crop Yields,Grain Yields,Corn,9.275558565,13.7,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
699,,144,1986-3,0,maize grain yield,,,1,bu/acre,LSD,mean,0,NA,NA,147.7,3,NA,,155.3,ns,broadcast_injected_interrow,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,,,Crop Yields,Grain Yields,Corn,5.145565335,7.6,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
699,,144,1986-3,0,maize grain yield,,,2,bu/acre,LSD,mean,0,NA,NA,147.7,3,NA,,155.3,ns,broadcast_injected_interrow,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,,,Crop Yields,Grain Yields,Corn,5.145565335,7.6,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
699,,144,1986-3,0,maize grain yield,,,3,bu/acre,LSD,mean,0,NA,NA,147.7,3,NA,,155.3,ns,broadcast_injected_interrow,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,,,Crop Yields,Grain Yields,Corn,5.145565335,7.6,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
700,,144,1986-3,0,maize grain yield,,,1,bu/acre,LSD,mean,0,NA,NA,147.7,4,NA,,153.4,ns,timing_preplant_splitpreplantV7,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage,,,Crop Yields,Grain Yields,Corn,3.859174001,5.7,NA,,Application Timing,Single Application,Split Application,,Nutrient Management
700,,144,1986-3,0,maize grain yield,,,2,bu/acre,LSD,mean,0,NA,NA,147.7,4,NA,,153.4,ns,timing_preplant_splitpreplantV7,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage,,,Crop Yields,Grain Yields,Corn,3.859174001,5.7,NA,,Application Timing,Single Application,Split Application,,Nutrient Management
700,,144,1986-3,0,maize grain yield,,,3,bu/acre,LSD,mean,0,NA,NA,147.7,4,NA,,153.4,ns,timing_preplant_splitpreplantV7,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V7 leaf stage,,,Crop Yields,Grain Yields,Corn,3.859174001,5.7,NA,,Application Timing,Single Application,Split Application,,Nutrient Management
701,,144,1986-3,0,maize grain yield,,,1,bu/acre,LSD,mean,0,NA,NA,147.7,5,NA,,153.4,ns,timing_preplant_splitpreplantV16,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage,,,Crop Yields,Grain Yields,Corn,3.859174001,5.7,NA,,Application Timing,Single Application,Split Application,,Nutrient Management
701,,144,1986-3,0,maize grain yield,,,2,bu/acre,LSD,mean,0,NA,NA,147.7,5,NA,,153.4,ns,timing_preplant_splitpreplantV16,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage,,,Crop Yields,Grain Yields,Corn,3.859174001,5.7,NA,,Application Timing,Single Application,Split Application,,Nutrient Management
701,,144,1986-3,0,maize grain yield,,,3,bu/acre,LSD,mean,0,NA,NA,147.7,5,NA,,153.4,ns,timing_preplant_splitpreplantV16,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage,30 lb N/acre (UAN) band sprayed on ridge at preplant and 70 lb N/acre (UAN) point injected in furrow (sidedress) at maize V16 leaf stage,,,Crop Yields,Grain Yields,Corn,3.859174001,5.7,NA,,Application Timing,Single Application,Split Application,,Nutrient Management
702,,144,1986-3,0,maize total nitrogen uptake,,,1,lb N/acre,LSD,mean,0,NA,NA,118,1,NA,,123,ns,broadcast_band_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,4.237288136,5,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
702,,144,1986-3,0,maize total nitrogen uptake,,,2,lb N/acre,LSD,mean,0,NA,NA,118,1,NA,,123,ns,broadcast_band_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,4.237288136,5,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
702,,144,1986-3,0,maize total nitrogen uptake,,,3,lb N/acre,LSD,mean,0,NA,NA,118,1,NA,,123,ns,broadcast_band_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,100 lb N/acre (UAN) band sprayed on ridge at preplant,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,4.237288136,5,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
703,,144,1986-3,0,maize total nitrogen uptake,,,1,lb N/acre,LSD,mean,0,NA,NA,118,2,NA,,136,0.05,broadcast_injected_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,15.25423729,18,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
703,,144,1986-3,0,maize total nitrogen uptake,,,2,lb N/acre,LSD,mean,0,NA,NA,118,2,NA,,136,0.05,broadcast_injected_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,15.25423729,18,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
703,,144,1986-3,0,maize total nitrogen uptake,,,3,lb N/acre,LSD,mean,0,NA,NA,118,2,NA,,136,0.05,broadcast_injected_ridge,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,100 lb N/acre (UAN) point injected in ridge at preplant,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,15.25423729,18,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
704,,144,1986-3,0,maize total nitrogen uptake,,,1,lb N/acre,LSD,mean,0,NA,NA,118,3,NA,,127,0.05,broadcast_injected_interrow,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,7.627118644,9,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
704,,144,1986-3,0,maize total nitrogen uptake,,,2,lb N/acre,LSD,mean,0,NA,NA,118,3,NA,,127,0.05,broadcast_injected_interrow,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) broadcast sprayed at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,100 lb N/acre (UAN) point injected in furrow (interrow) at preplant,,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,7.627118644,9,NA,,Fertilizer Placement,Broadcast,Banded,,Nutrient Management
