"Res_key","Paper_id","Duration","Loc_multi_results","Response_var","RV_depth","RV_year","Response_var_units","Stat_test","Stat_type","Trt1","Trt1_int","Trt1_int2","Trt1_value","Trt2","Trt2_int","Trt2_int2","Trt2_value","significance","finelevel_group","Trt_1name","Trt1_details","Trt_2name","Trt2_details","group_level1","group_level2","group_level3","pm_group1","pm_group2","Review","per_change","actual_diff"
1661,78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,7,NA,0,1,7,NA,0,"ns","untreated_furrowI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
1662,78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,7,NA,0,1,7,NA,0,"ns","untreated_furrowI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
1663,78,"1991-1",1,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,7,NA,105,1,7,NA,107,"ns","untreated_furrowI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",1.9047619047619,2
1664,78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,8,NA,3,1,8,NA,2,"ns","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-33.3333333333333,-1
1665,78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,8,NA,3,1,8,NA,29,"0.05","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",866.666666666667,26
1666,78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,8,NA,23,1,8,NA,85,"0.05","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",269.565217391304,62
1667,78,"1991-1",1,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,8,NA,112,1,8,NA,105,"ns","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-6.25,-7
1668,78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,9,NA,3,1,9,NA,1,"ns","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-66.6666666666667,-2
1669,78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,9,NA,1,1,9,NA,37,"0.05","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",3600,36
1670,78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,9,NA,27,1,9,NA,90,"0.05","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",233.333333333333,63
1671,78,"1991-1",1,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,9,NA,109,1,9,NA,109,"ns","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
1672,78,"1991-1",2,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,7,NA,95,1,7,NA,101,"ns","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",6.31578947368421,6
1673,78,"1991-1",2,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,8,NA,100,1,8,NA,81,"0.05","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-19,-19
1674,78,"1991-1",2,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,9,NA,90,1,9,NA,88,"ns","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-2.22222222222222,-2
1675,78,"1991-1",3,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,7,NA,125,1,7,NA,126,"ns","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0.8,1
1676,78,"1991-1",3,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,8,NA,124,1,8,NA,96,"0.05","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-22.5806451612903,-28
1677,78,"1991-1",3,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,9,NA,117,1,9,NA,80,"0.05","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-31.6239316239316,-37
1678,78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,7,NA,2,4,7,NA,2,"ns","untreated_furrowI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
1679,78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,7,NA,0,4,7,NA,0,"ns","untreated_furrowI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
1680,78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,7,NA,0,4,7,NA,0,"ns","untreated_furrowI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
1681,78,"1991-1",1,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,7,NA,105,4,7,NA,107,"ns","untreated_furrowI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",1.9047619047619,2
1682,78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,8,NA,3,4,8,NA,3,"ns","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
1683,78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,8,NA,3,4,8,NA,4,"ns","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",33.3333333333333,1
1684,78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,8,NA,23,4,8,NA,75,"0.05","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",226.086956521739,52
1685,78,"1991-1",1,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,8,NA,112,4,8,NA,105,"ns","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-6.25,-7
1686,78,"1991-1",1,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,9,NA,3,4,9,NA,2,"ns","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-33.3333333333333,-1
1687,78,"1991-1",2,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,9,NA,1,4,9,NA,10,"0.05","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",900,9
1688,78,"1991-1",3,"maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",0,9,NA,27,4,9,NA,79,"0.05","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",192.592592592593,52
1689,78,"1991-1",1,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,9,NA,109,4,9,NA,108,"ns","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-0.917431192660551,-1
1690,78,"1991-1",2,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,7,NA,95,4,7,NA,100,"ns","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",5.26315789473684,5
1691,78,"1991-1",2,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,8,NA,100,4,8,NA,104,"ns","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",4,4
1692,78,"1991-1",2,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,9,NA,90,4,9,NA,100,"ns","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",11.1111111111111,10
1693,78,"1991-1",3,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,7,NA,125,4,7,NA,130,"ns","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",4,5
1694,78,"1991-1",3,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,8,NA,124,4,8,NA,116,"ns","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-6.45161290322581,-8
1695,78,"1991-1",3,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",0,9,NA,117,4,9,NA,99,"0.06","untreated_furrowI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","in-furrow organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-15.3846153846154,-18
1696,74,"1989-2",0,"maize plant death due to black cutworms",NA,1,"#","Fisher's LSD","mean",0,NA,NA,23.6,9,NA,NA,5.7,"0.05","untreated_furrowI","untreated","untreated maize seed","terbufos (Counter 15G)","in-furrow insecticide, terbufos (226 g ai/ha, Counter 15G)","Crop Yields","Crop Damage","Invertebrate damage in corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-75.8474576271187,-17.9
1698,74,"1989-2",0,"maize plant death due to black cutworms",NA,2,"#","Fisher's LSD","mean",0,NA,NA,25.7,9,NA,NA,22.8,"ns","untreated_furrowI","untreated","untreated maize seed","terbufos (Counter 15G)","in-furrow insecticide, terbufos (226 g ai/ha, Couter 15G)","Crop Yields","Crop Damage","Invertebrate damage in corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-11.284046692607,-2.9
1700,74,"1989-2",0,"maize plant death due to black cutworms",NA,1,"#","Fisher's LSD","mean",0,NA,NA,23.6,4,NA,NA,14.4,"ns","untreated_bandI","untreated","untreated maize seed","terbufos (Counter 15G)","banded insecticide, terbufos (226 g ai/ha, Counter 15G)","Crop Yields","Crop Damage","Invertebrate damage in corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-38.9830508474576,-9.2
